================================================
      Client Script 2946 Dumped by SiniSoul    
      Instruction Size: 484
      Integer Arguments: 12 
      String  Arguments: 5 
================================================

================================================
                 Instructions                   
================================================

Offset: 0, CALL , Operand: 2948
Offset: 1, STOREINT , Operand: 0
Offset: 2, PUSHI , Operand: 39059543
Offset: 3, STOREINT , Operand: 1
Offset: 4, PUSHI , Operand: 39059531
Offset: 5, STOREINT , Operand: 2
Offset: 6, PUSHI , Operand: 39059475
Offset: 7, STOREINT , Operand: 3
Offset: 8, isSSKStrNull , Operand: 0
Offset: 9, PUSHI , Operand: 1
Offset: 10, IFEQ , Operand: 1
Offset: 11, GOTO , Operand: 6
Offset: 12, PUSHI , Operand: 63897654
Offset: 13, STOREINT , Operand: 1
Offset: 14, PUSHI , Operand: 63897650
Offset: 15, STOREINT , Operand: 2
Offset: 16, PUSHI , Operand: 63897629
Offset: 17, STOREINT , Operand: 3
Offset: 18, LOADINT , Operand: 0
Offset: 19, PUSHI , Operand: -3
Offset: 20, IFEQ , Operand: 1
Offset: 21, GOTO , Operand: 24
Offset: 22, PUSHS , Operand: Performing login...
Offset: 23, LOADINT , Operand: 1
Offset: 24, Unref Method: 2112, Operand: 0
Offset: 25, PUSHI , Operand: -1
Offset: 26, PUSHS , Operand: 
Offset: 27, LOADINT , Operand: 2
Offset: 28, setInterfaceDefinitionScriptParams0 , Operand: 0
Offset: 29, LOADINT , Operand: 0
Offset: 30, PUSHI , Operand: 0
Offset: 31, PUSHS , Operand: LOGGING IN
Offset: 32, PUSHS , Operand: <br>
Offset: 33, PUSHS , Operand: PLEASE WAIT
Offset: 34, CONCAT , Operand: 3
Offset: 35, PUSHI , Operand: 1
Offset: 36, PUSHI , Operand: -1
Offset: 37, PUSHI , Operand: 0
Offset: 38, PUSHI , Operand: -1
Offset: 39, PUSHS , Operand: 
Offset: 40, PUSHI , Operand: 0
Offset: 41, PUSHS , Operand: 
Offset: 42, CALL , Operand: 2950
Offset: 43, PUSHI , Operand: -3
Offset: 44, STOREGINT , Operand: 1100
Offset: 45, RETURN , Operand: 0
Offset: 46, LOADGINT , Operand: 1100
Offset: 47, PUSHI , Operand: -3
Offset: 48, IFEQ , Operand: 1
Offset: 49, GOTO , Operand: 1
Offset: 50, CALL , Operand: 2954
Offset: 51, PUSHI , Operand: 0
Offset: 52, STOREINT , Operand: 4
Offset: 53, PUSHS , Operand: 
Offset: 54, STORESTR , Operand: 0
Offset: 55, LOADINT , Operand: 0
Offset: 56, PUSHI , Operand: 21
Offset: 57, IFEQ , Operand: 1
Offset: 58, GOTO , Operand: 70
Offset: 59, PUSHI , Operand: 21
Offset: 60, STOREGINT , Operand: 1100
Offset: 61, PUSHS , Operand: Performing login...
Offset: 62, LOADINT , Operand: 1
Offset: 63, Unref Method: 2112, Operand: 0
Offset: 64, PUSHI , Operand: -1
Offset: 65, PUSHS , Operand: 
Offset: 66, LOADINT , Operand: 2
Offset: 67, setInterfaceDefinitionScriptParams0 , Operand: 0
Offset: 68, LOADGINT , Operand: 200
Offset: 69, PUSHI , Operand: 0
Offset: 70, IFEQ , Operand: 1
Offset: 71, GOTO , Operand: 2
Offset: 72, Unref Method: 5608, Operand: 0
Offset: 73, STOREGINT , Operand: 200
Offset: 74, LOADGINT , Operand: 200
Offset: 75, PUSHI , Operand: 1
Offset: 76, ISUB , Operand: 0
Offset: 77, STOREGINT , Operand: 200
Offset: 78, LOADGINT , Operand: 200
Offset: 79, PUSHI , Operand: 0
Offset: 80, IFLTEQ , Operand: 1
Offset: 81, GOTO , Operand: 6
Offset: 82, PUSHI , Operand: -1
Offset: 83, PUSHS , Operand: 
Offset: 84, LOADINT , Operand: 2
Offset: 85, setInterfaceDefinitionScriptParams8 , Operand: 0
Offset: 86, CALL , Operand: 2945
Offset: 87, RETURN , Operand: 0
Offset: 88, LOADGINT , Operand: 200
Offset: 89, PUSHI , Operand: 50
Offset: 90, IDIV , Operand: 0
Offset: 91, STOREINT , Operand: 4
Offset: 92, LOADINT , Operand: 4
Offset: 93, PUSHI , Operand: 1
Offset: 94, IFEQ , Operand: 1
Offset: 95, GOTO , Operand: 6
Offset: 96, PUSHS , Operand: YOU HAVE ONLY JUST LEFT ANOTHER WORLD. YOUR PROFILE WILL BE TRANSFERRED IN
Offset: 97, PUSHS , Operand: <br>
Offset: 98, PUSHS , Operand: 1 SECOND.
Offset: 99, CONCAT , Operand: 3
Offset: 100, STORESTR , Operand: 0
Offset: 101, GOTO , Operand: 7
Offset: 102, PUSHS , Operand: YOU HAVE ONLY JUST LEFT ANOTHER WORLD. YOUR PROFILE WILL BE TRANSFERRED IN
Offset: 103, PUSHS , Operand: <br>
Offset: 104, LOADINT , Operand: 4
Offset: 105, integerToString , Operand: 0
Offset: 106, PUSHS , Operand:  SECONDS.
Offset: 107, CONCAT , Operand: 4
Offset: 108, STORESTR , Operand: 0
Offset: 109, LOADINT , Operand: 3
Offset: 110, Unref Method: 2504, Operand: 0
Offset: 111, PUSHI , Operand: 1
Offset: 112, IFEQ , Operand: 1
Offset: 113, GOTO , Operand: 12
Offset: 114, LOADINT , Operand: 0
Offset: 115, PUSHI , Operand: 0
Offset: 116, LOADSTR , Operand: 0
Offset: 117, PUSHI , Operand: 0
Offset: 118, PUSHI , Operand: 2611
Offset: 119, PUSHI , Operand: 1
Offset: 120, PUSHI , Operand: 1
Offset: 121, PUSHS , Operand: ABORT LOGIN
Offset: 122, PUSHI , Operand: 0
Offset: 123, PUSHS , Operand: 
Offset: 124, CALL , Operand: 2950
Offset: 125, GOTO , Operand: 2
Offset: 126, LOADSTR , Operand: 0
Offset: 127, CALL , Operand: 3233
Offset: 128, RETURN , Operand: 0
Offset: 129, CALL , Operand: 2954
Offset: 130, PUSHI , Operand: 0
Offset: 131, STOREINT , Operand: 5
Offset: 132, PUSHS , Operand: 
Offset: 133, STORESTR , Operand: 1
Offset: 134, LOADINT , Operand: 0
Offset: 135, PUSHI , Operand: 1
Offset: 136, IFEQ , Operand: 1
Offset: 137, GOTO , Operand: 87
Offset: 138, PUSHS , Operand: Performing login...
Offset: 139, LOADINT , Operand: 1
Offset: 140, Unref Method: 2112, Operand: 0
Offset: 141, PUSHI , Operand: -1
Offset: 142, PUSHS , Operand: 
Offset: 143, LOADINT , Operand: 2
